userName,score,content,at
Neo Novak,5,"Im learning math as an adult because the teachers only yelled at me when they were teaching,now im actually starting to understand it.Thank you",2026-02-08 21:40:20
Elizabeth Phillips,5,w for Duolingo,2026-02-08 21:39:09
Anthony Chelley,5,Good fun and interesting,2026-02-08 21:39:07
Aruna priya Jonnakuti,5,"it's very usefull, thank you Duolingo",2026-02-08 21:36:02
Graham,2,"Awful app, learn very little unfortunately.",2026-02-08 21:33:41
OLLIE,5,If i could rate this 10 stars i would,2026-02-08 21:31:35
Henning,4,"it puts me at a disadvantage in the task to match the words together in a certain time... I cant coordinate right and left very well , its my disability.. the app let me fail this task most times. I thought with the AI bs they claim it would recognize my struggle with it but no they better try to sell u power ups 💪 Sadly u loose a lot of xp everything u try , because the exercise is good to learn the words.... but for people like me they punish u every time u try",2026-02-08 21:28:06
Kl Ja,1,"Es ist eine gute App zum Sprachen lernen und anderen Dingen, wie Schach, Mathe oder Musik, aber es gibt sehr viel Werbung nach fast jeder Aufgabe. Es ist ok, da ich nicht für so etwas zahlen möchte, aber es könnte etwas weniger Werbung geben. Außerdem habe ich 450 Diamanten ausgegeben, um alle meine Leben wieder aufzuladen, aber nach einer Frage, die ich richtig beantwortet habe wurden alle Leben abgezogen, anstatt EINEM!",2026-02-08 21:27:21
NOOR AL,5,❤,2026-02-08 21:26:54
Sam,2,"Another company gives in to their greed. Duolingo is and always will be a revolutionary app. But as with so many other companies, the reputation it obtained from its early days is now nothing more than a tool to use to milk consumer money. The current iterations are designed to keep you on the app. Nothing more. It's no longer about learning languages, it's about convincing you you could if only you paid more money or watched another ad with aggressive subscription models and ad implementation.",2026-02-08 21:23:49
Durres Alb,1,super good,2026-02-08 21:22:41
Emily Holleman,5,I Love The App For Learning How To Speak Other People's Languages And I Think It's Pretty Great To Have As An App,2026-02-08 21:21:09
MD KURBAN ATIF,5,ভালো,2026-02-08 21:21:06
Opaaje Temitayo,5,super love duo lingo,2026-02-08 21:18:18
Aubryna Beaudoin,5,"BEST APP HERE, IT ACUALLY GOT ME TO FOCUS ON LEARNING LANGUAGES !",2026-02-08 21:18:03
AYODEJI OLATAYO,5,Really makes learning simple. But I just started. So probably still baby steps,2026-02-08 21:14:37
Lee Knight,4,its really good,2026-02-08 21:13:46
Pere ere Christopher,5,I love it's process it's cheers you on along the way I love love love it 💖,2026-02-08 21:13:29
Ahmad Kashif,5,RIP MY STREAK :(,2026-02-08 21:11:01
Daved Waseim,5,👍,2026-02-08 21:09:56
Sultana Mahabuba,5,teaches me more then school ever did,2026-02-08 21:09:00
Mostafa Masoud,5,very good,2026-02-08 21:08:37
Suzan Vaughn,4,it takes a while to get to the intermediate area,2026-02-08 21:08:09
Cosmas Machi,5,Duolingo is the best Chinese app it makes learning Chinese easy,2026-02-08 21:07:22
Preslav Yanchev,3,I restored my streak doing 5 different lessons and the next day it got reset to 2 :/,2026-02-08 21:05:14
Keighlynne Emerson,5,i can learn any language with just one click!!! plus now the explain my answer is free for every1!!,2026-02-08 21:04:30
Emmaella Otobo,4,"love this app yeahhhhh❤❤💗💗💗💗💗 good for learning languages like Italian, Portuguese, English and more they are more to these app, the app has brought Music learning, Maths this app is great, but the only problem is that they don't offer African languages, like; yoruba, igbo e.t.c and please try and introduce this languages",2026-02-08 21:02:20
Hadassah Peter,5,you'd enjoy it😊,2026-02-08 21:01:59
Josue Argueta,2,TOO MUCH ADS!,2026-02-08 21:01:13
Aravindhan Subramanian,5,Wonderfully designed to learn German.,2026-02-08 20:56:54
Jasmine,5,very good,2026-02-08 20:56:32
taha heydari,4,👌,2026-02-08 20:53:06
Niloofar sh,5,I'm super excited about this application. I learned a lot! Thank you,2026-02-08 20:51:06
Arye Bognar,1,"26 October , 2023: They don't punctuate correctly, which slows me down since I have to read statements a few times in order to understand. 6 March 2024: I'm given prizes of 15 minutes of double points which do not activate. 8 February, 2026: I'm going to look for another language app because this one has sleazy advertisements lately.",2026-02-08 20:50:54
Richard Pellegrino,4,love it but I wish duo would know when we have to go to school,2026-02-08 20:49:23
Priyom Banerjee,5,it's amazing,2026-02-08 20:47:16
Matthew,5,it's helping me understand people in Japanese and make conversations,2026-02-08 20:46:53
yankuba touray,5,It helps me a lot on my German language skills before eventually starting a normal school.,2026-02-08 20:45:15
Ani Bardhoshi,5,thx Duolingo,2026-02-08 20:43:23
Rashad Florence,4,great introduction to learning a language. Do recommend after a bit of practice that you explore other avenues to fully put into practice what you've learned. but great start,2026-02-08 20:42:57
boywithstore,5,"Nice app, Keep up the good work Developer! 🌟",2026-02-08 20:41:50
PraiseGod Agbara,5,A clearer pronunciation will help,2026-02-08 20:40:31
Alice Hazelton,5,It is a great way to learn other languages 👍,2026-02-08 20:40:30
John Ambrose D. arizabal,5,It helps me a lot when I'm going to that place in the future,2026-02-08 20:39:45
Omar Maarouf,1,"Somehow u decided to ruin the app completely, now in the speaking lessons the spoken words are not marked anymore and I can't tell if i spelled all the words or missed some i don't know why u decided to do that, not to mention the hearts change to energy that ruined my learning time",2026-02-08 20:39:35
Leah,5,This is helping me with German very well.,2026-02-08 20:38:04
Faith Shaw,5,I love Duolingo I am doing Duolingo Russian🇷🇺 and I can speak Russian so good( •_•)つ,2026-02-08 20:36:48
Babuor Gatluak,4,best start off 👌,2026-02-08 20:36:10
عبد الرحمن سامي,4,I'm very surprised,2026-02-08 20:33:38
Xaveair Stroud,5,love this app getting me right on my language learning skills daily.,2026-02-08 20:33:20
Daniel Page,4,Duo is my only friend but Duo is amazing it helps alot,2026-02-08 20:31:59
Anis,5,J'aime beaucoup l'application car elle me permet de ne pas perdre l'habitude des langues.,2026-02-08 20:31:49
A Google user,4,It's a good app for learning different languages but I want to learn Malay on this app. I hope this will get a major update where this app adds Malay as the new language lesson.,2026-02-08 20:30:25
Elli,5,"it's been 610 days since I downloaded this, and I do not regret that desisicion",2026-02-08 20:30:16
Alejandro Otazo,3,"Blasting adds after each lesson. Except for that, a top tier language drill app.",2026-02-08 20:29:42
Dilshad Sikandar,5,omg this help me to More good english,2026-02-08 20:28:28
Naresh Rathod,4,this aap is very useful to me because I have a very nice and perfect aap . I'm so lucky to have you ❣️,2026-02-08 20:27:50
Andrea Burris,5,Great way to learn another language!,2026-02-08 20:26:14
Sovyan ahmad,5,so good,2026-02-08 20:25:57
favour umeh,5,I love the game they teach very well,2026-02-08 20:25:32
Rajab Ali,5,amazing and interesting,2026-02-08 20:24:45
srujana tayi,4,I think duo should give second chances with streaks,2026-02-08 20:21:54
Jude,5,Great app and well designed,2026-02-08 20:20:56
Kathleen Enriquez,5,this helps me learn languages faster!,2026-02-08 20:19:43
Ashanel Hemmings,5,it's good for kids,2026-02-08 20:19:37
سجاد,5,This program is great.,2026-02-08 20:18:39
Hidayah Hasheen,5,This app is so good please try using it . if you're beginner you're going to love this app🤌🏻🤌🏻🤌🏻🩹,2026-02-08 20:14:57
Frico Diana,5,excellent 👌👍,2026-02-08 20:13:16
Abdur Rehman,5,yes I am Enjoying And It Helping Me To improve My English,2026-02-08 20:12:18
SHISHIR KHADKA,4,A good app for learning🤗,2026-02-08 20:12:03
LOL Idk,4,"I do like the app but it keeps saying that I don't have the account to my Gmail even though I do have it and i and i had 70 like you know on the thing, please fix this",2026-02-08 20:11:39
Sarah Brown,5,I think it's so cool because it lets you learn new languages.,2026-02-08 20:06:39
JIGAR HERO,5,It is a great learning app,2026-02-08 20:02:50
ISMAIL HUSSEIN JARWAN,5,"Duolingo is the best study app for me, so thank you very much.",2026-02-08 20:01:59
Bupe Pomboloka,5,it has helped me alot,2026-02-08 20:01:35
Pankhuri Bhatnagar,5,"I am absolutely in love with the new non-language courses. I've used Duo earlier to learn French & Korean, but always left it after a year or so. But the new Chess & Math courses are so fun & engaging, I feel like this time I'll continue forever! Huge thanks to Duo for making Maths fun! This is probably a big request but would you guys consider adding Indian law as a course? 😅 would literally pay for annual subscriptions then! Gamified learning > boring degrees. Plus India is a huge market",2026-02-08 20:00:37
Alex Zaitsev,1,"Calls to Lili in Spanish is very bad! She does not hear me, repeats herself multiple times, and generally is very buggy.",2026-02-08 20:00:20
Michael Heide,1,"Minutes before the weekly reset, I had an XP boost and enough gems to buy enough energy to get to the promotion zone. Bought the energy, gave one answer, energy reduced to zero. Bought more energy. Instant zero. Now time's up, I don't get promoted, the gems are gone and the app gets deinstalled. I'm furious with this waste of time.",2026-02-08 20:00:12
Boba Tea,5,"I like how it make me learn but , I don't think this app is for only learning its not enough maybe for practice",2026-02-08 19:59:38
Mbalentle Mandla,5,it helps u so much,2026-02-08 19:57:17
Anyanwu angel Chigaemezu,5,I love it,2026-02-08 19:56:59
Shannon Diaz,5,I have become addicted at learning Spanish with this app. Mi esposo es (half) Chileano. Te amo contender tratando en Espanol. Yo es no bueno pero practica (makes) perfecto. I highly recommend this app. For people at any level in their language learning journey !,2026-02-08 19:54:14
AveryAuri Spires,4,"I rate it 4 because the energy runs out very fast, but I like to do a few lessons in a day. Other than that, I like it. It's a really good app. I you haven't tried it yet, try it rn.",2026-02-08 19:51:19
Cueron Bain,5,This app is very informative; It gives me the information to stay ahead in my Spanish class all the while offering a fun experience for me.,2026-02-08 19:51:00
Lokesh Reddy,5,good,2026-02-08 19:49:31
Sara Behroozan,2,duolingo is the best,2026-02-08 19:48:30
Oratilwe Mashatola,5,it really is a good app and it helped me learn different languages quicker,2026-02-08 19:47:39
Omuhle Sokomani,5,It's learnable and I like the character Duolingo and it has to be downloaded here because it is cartoony your children can learn from this app it is one of the best apps development Android iOS,2026-02-08 19:45:21
Yosr ahmed Mabrouk,5,تحفهه,2026-02-08 19:43:12
Vikas Bomble,5,Tha best learning app 😎,2026-02-08 19:36:35
James Ngigi,5,learn something,2026-02-08 19:33:59
emmanuel nwamba,4,simply exquisite.. but the ads 😭😭,2026-02-08 19:33:58
david rodriguez,5,yup,2026-02-08 19:33:33
Raunak Banerjee,4,nice but sometimes expensive,2026-02-08 19:32:08
Megan Armstrong,4,I love it,2026-02-08 19:29:36
Abena Rae,4,good,2026-02-08 19:28:40
Mariam Gogaladze,5,its so good it already made me learn 25% of german thank you duolingo!,2026-02-08 19:28:30
oguma harriet,5,excellent,2026-02-08 19:28:19
Anna P,5,I learned so much!,2026-02-08 19:26:45
soph,5,He makes studying worthwhile.,2026-02-08 19:25:24
Isabelle,5,"I love this app and everything, but I was learning math with it and it won't let me go onto my chess account. so I cant learn chess after I learn some math. the chess usually was an incentive for me and it makes me not want to do the math. so can you please make it so I can switch between math and chess again thanks.(edit) putting it as a five star cuz it got fixed.",2026-02-08 19:25:10
mohaan poi,5,good,2026-02-08 19:23:14
Kumar Nitish,5,super,2026-02-08 19:20:31
Arshan Ali,5,very Good app 🤩,2026-02-08 19:16:55
Jillur Rahman,5,very good,2026-02-08 19:15:53
Thowfiqul Islam,5,I love this app by using few days. It is very helpful for those who can't understand English or other language they will learn many language by using this. And I apologise for my broken English.,2026-02-08 19:14:02
Shoaib Ahmed,5,New language sekhnay k leay bohat axhi app hay. or eazy bi hay,2026-02-08 19:12:50
Sinan Krc,5,it is a perfect way to learn any language,2026-02-08 19:12:09
Gigi Stoltidis,5,challenging :),2026-02-08 19:11:44
mohamad farahani,5,❤️❤️❤️❤️❤️❤️😘,2026-02-08 19:10:35
Dorcas Odhiambo,5,Duo lingo is where you can practise German apart from school.,2026-02-08 19:10:26
Bakang Lets,5,Its honestly a fun way to learn a new language,2026-02-08 19:09:41
Bozo Asidi,5,good,2026-02-08 19:08:38
Stand Together,4,it's amazing for poor,2026-02-08 19:08:36
Eloise Kelish,4,I think it is a great app and makes learning a new language fun. I am just not a big fan of the feature where you lose one energy with every question even if you get it right because it makes it hard to do multiple lessons without needing to buy more with diamonds. I preferred when they used hearts because if you get them right you can do tons of lessons and now even if you get all the answers right you have a limit unless you want to pay.,2026-02-08 19:07:31
Arun Choudhry,5,very nice 👍👍👍👍👍👍👍👍,2026-02-08 19:07:01
shiva mazaheri,5,Great,2026-02-08 19:06:48
Tapfuma Chidzawo,5,The best it's wonderful it's beautiful it's all I clever gym of your best and best the best I tell you,2026-02-08 19:06:29
Maryame S. Zakhary,1,"I PAID A LARGE SUM OF MONEY TO GET GEMS TO REPAIR MY 278 DAY STREAK AFTER 5 DAYS OF ABSENCE , YET IT'S STILL RESET TO ZERO !! WHY ISN'T IT REPAIRED ?!",2026-02-08 19:05:33
Gladys Richter,5,it helped me learn Spanish,2026-02-08 19:04:35
Nur Kamal,5,so good,2026-02-08 19:04:20
Omnia Mohamed,5,مستمعه جدا,2026-02-08 19:03:38
Deepak Kumar,5,thankyou Duolingo 🤗,2026-02-08 19:02:30
Arsalan Khan,1,Please add the Urdu language in Duolingo so that it becomes easier for Urdu speakers to learn English or other languages 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,2026-02-08 18:59:54
Nalowa carol Fongwa,5,awesome,2026-02-08 18:59:27
Saloni Pandey,3,"very helpful app to learning language, by listening, learning with funn, friends, & followers, also nice stategy of repeating lessons",2026-02-08 18:57:20
Zain Ahmed,5,it teaches languages well and makes it fun,2026-02-08 18:56:28
Daniel Obi,5,I'm loving it,2026-02-08 18:54:20
Dawood Ahmad,4,Best for English speaking and practice ..,2026-02-08 18:54:08
timothy banda,5,I have already learnt somethings can't wait for more,2026-02-08 18:53:49
A D,4,So far so good.,2026-02-08 18:52:44
James Pruitt,5,Duolingo is a very good app for learning another language.,2026-02-08 18:51:57
MOHAMMED ASHRAF,5,very very good,2026-02-08 18:50:36
xander biliet,1,ai slop,2026-02-08 18:48:43
Eli Crissman,4,"it's a very good app. the only thing I would like more is if they taught you more common phrases. I'm learning Greek and one of the first things they taught me was the pink carrot, I don't know about you but I don't think I'm ever going to see a pink carrot.",2026-02-08 18:47:12
BLEZZ YT,4,I can't learn words meaning 😔,2026-02-08 18:46:23
Yeasin Arafath,5,Best flatform,2026-02-08 18:46:06
Joram Kasenge,5,brilliant,2026-02-08 18:45:44
Jee5h.,4,"It's an excellent app overall. Just one flaw, it needs an actual, very realistic and clear sounding voiceover of words, and choosing the voice of different people(the kids, the woman and the man) according to the user's liking should be made feasible too. Thank you.",2026-02-08 18:45:29
Caitlin Strauss,5,i really love it I've learned alot of Korean,2026-02-08 18:44:18
Afeez,5,helps with different things my son is the best I chess,2026-02-08 18:42:52
Elect Joseph,5,Best app for learning any foreign languages of your choice 😊💯. Very dedicated in actually offering good service unlike some apps that prioritize subscription payment plans before anything else,2026-02-08 18:42:30
Panuganti Somasundar,2,"Great application to learn different languages...much helpful... but after sometime it introduced learning in payment mode, thats not good initially I got more free learning. cant do more lessons now!",2026-02-08 18:41:57
cg gamer,5,bahut acha hay,2026-02-08 18:40:26
Thanyi Mulaudzi,5,"great app, already learning a lot and it's my first time",2026-02-08 18:39:03
Puneet Jethani,5,this is very best,2026-02-08 18:38:52
Mark Inder,5,"having some problems with Japanese. the screen jumps up and down when hirigana is required to be pressed, and can't get past hiragana to do a XP lesson....",2026-02-08 18:38:08
John Fronek,5,might as well learn something while playing with my phone,2026-02-08 18:37:04
Asma Younas,1,sahi se chal Nahin rahi thi aur abhi use mujhe kuchh dikha bhi Nahin hai sahi se bol bhi bhi bhi nahin Rahi Nahin Nahin Rahi usmein kuchh bhi Nahin hai,2026-02-08 18:36:32
ali mostafavi,5,♥️,2026-02-08 18:36:02
Narendra,5,very nice app sentence essay help your app,2026-02-08 18:35:44
tarek als,4,"I like the app, very effective in learning the language I desire, lots of variations of learning. I do notice once a while when the session is over, sometimes it doesn't advance my work, so I am forced to close and start over with the session.",2026-02-08 18:35:04
Salomé Daza,5,I love it. it's good to learn French and other languages.,2026-02-08 18:33:55
Salamat Ali,5,best way to learn language,2026-02-08 18:32:31
Trevor Pritchard,5,love it and keep going.,2026-02-08 18:30:38
SANDEEP SHUKLA,5,amazing learning app,2026-02-08 18:29:24
Falguni Nadiya,3,nice🤩🤩🤩,2026-02-08 18:28:11
Ruth Njeri,5,Duolingo is the best to deal with,2026-02-08 18:27:42
gunjan singh,1,I'm unable to login my app. they took money from my autopay even after cancelling the subscription,2026-02-08 18:26:22
Zoey “Toca boca”,5,I have learned so much just in 3 days!!,2026-02-08 18:25:53
Faezeh Eb,5,Good,2026-02-08 18:24:10
Royal kid,5,love everything about duolingo.,2026-02-08 18:24:08
Issameddine BenNoureddine,1,"Bad experience due to non respect of other culture and religion, I prevent my daughter to use this application after she asked me why there is Man said to his friend my husband...",2026-02-08 18:21:46
Christine Gill,5,love learning Russian,2026-02-08 18:20:57
Auriana dsouza,5,It is so helpful,2026-02-08 18:19:44
N Christensen,3,great PvP chess on Android finally. But missing the sound for move made,2026-02-08 18:17:17
Borun,5,just wow,2026-02-08 18:16:04
NOBODY,4,"good app and helps a lot to learn. but limiting ones ability learn more in small time using energy system is very petty just like society , people with power and money can achieve things easily .",2026-02-08 18:15:26
Yonathan Ventura,5,very good 👍,2026-02-08 18:15:12
Nati Livingston,5,duolingo is the best I was speaking spanish in seconds,2026-02-08 18:14:47
Anil talpada Talpada,5,👍👍,2026-02-08 18:14:47
Vaidehi Patil,4,I love Duolingo because through this app we can learn any language freely,2026-02-08 18:14:15
Charos Abduvaliyeva,5,I have learned a lot in 2 days and recommend to anyone who wants to learn a new language,2026-02-08 18:12:43
ILHAN IDRISS,5,This app helps me to learn the basics of foreign languages. I really like it and it makes me remember every word I learned.,2026-02-08 18:12:18
Aamina Khan,5,best app for learning different languages,2026-02-08 18:12:14
MR OVI,5,ok,2026-02-08 18:11:34
Nya Nikole,5,I love it it's very helpful totally recommend and there is no ads how cool!,2026-02-08 18:10:47
Lawrence mohubane Mohubane,4,it's a great learning app however the audio sometimes gets stuck😅❤️,2026-02-08 18:10:19
আবির ভৌমিক,5,good,2026-02-08 18:08:12
waheed shamsoon,5,Best app for languages,2026-02-08 18:07:56
Samuel Robertson,5,"It's a fun cheat code to want to learn new languages, and it works so well!",2026-02-08 18:06:37
Yub Kasule,5,excellent,2026-02-08 18:04:44
M Abrar Jamil,5,awesome 👌,2026-02-08 18:04:35
Melony Mooney,5,"I love this app! it's like playing an educational game. Duo, the owl is too adorable. Great app for learning how to speak, read, and write in many different languages.",2026-02-08 18:03:26
pooja Vijay Yadav,4,very helpful thank you,2026-02-08 18:02:48
Shani Verma,5,very nice,2026-02-08 18:02:42
Jayanta Badhai,3,Very good experience,2026-02-08 18:01:05
Kevin Mendoza,5,i better Duolingo,2026-02-08 17:59:10
Ronak Akshay save,5,The best thing I explored to enhance knowledge,2026-02-08 17:59:06
Mary Amusan,5,I love it now I get to flex that I know Japanese hehe at first I didn't think it would work but its like school but fun but they should be a bit harder it should be get less than 3 tries to skip not 5 and I NEED MORE BATTERY,2026-02-08 17:59:05
Sanjyot Sunil Bhagwat,5,It is learning with fun. I enjoyed learning with duo lingo,2026-02-08 17:58:20
Alj Gamer,4,int is good for learning new languages,2026-02-08 17:57:41
Dareen Tolaihy,5,Doulingo is a good app but the only problem is I can't learn so much on it for example : when doulingo saying what is the meaning of ありがとうI don't know it,2026-02-08 17:55:17
Crystal Tlhako,5,"it taught me Korean even though I'm African,it's the best",2026-02-08 17:53:29
Joy Ahmed,4,nice,2026-02-08 17:52:23
Fezul Khalifa,1,Good,2026-02-08 17:52:22
Jackson Welch,5,it is fun and lam good at polish,2026-02-08 17:51:16
Светлана Селина,5,make bulgarian next,2026-02-08 17:50:30
Koui Kopl,5,it app it very helpful for me,2026-02-08 17:47:39
Abraham Omolade,4,the game is not going to be good but I don't know what to do with it is that the game is not going,2026-02-08 17:47:14
Hema Bisht,5,bhut maja aa raha hai,2026-02-08 17:46:33
Neha Yadav,5,very very very helpful and sweet 🎓🎀,2026-02-08 17:45:49
Devid Bharti,5,very nice app,2026-02-08 17:44:14
Sania Karami,5,awsome,2026-02-08 17:44:11
emyl jose salazar vizcaino,3,me encanta es muy divertido y dinámico,2026-02-08 17:43:49
jackeem,5,"it's the best app ever, you won't regret downloading it 🤩",2026-02-08 17:43:23
raja nag,5,good for learning languages.,2026-02-08 17:43:12
Jayashree Jadhav,5,best,2026-02-08 17:42:45
Jorja,5,amazing thanks for your ideas,2026-02-08 17:41:51
Aamer Hossain,5,perfect app for me and this is useful for others and i love it.,2026-02-08 17:41:46
Sahlawi officials,5,I like it,2026-02-08 17:40:07
Penny Duer,5,"I love the reminders everyday and the lessons are pretty easy. The app also repeats a few words from prior lessons, which helps me.",2026-02-08 17:39:23
Mohammad Samer,4,"i re-rate mad make it 4 this time bec sometimes i got some gems in my account then app crash after re open app my some gems/reward has been gone. Moreover, suggetion i have for make more fun during using app i.e. u can add chat feature in it with your friends r the community show or vissible in the app or during session. u can chat with then u both have a challange round game type etc . mostly time when i open someone profile my app load it then crash it. plz plz fix this one Thanks...",2026-02-08 17:37:26
Priya Majhwar,1,nice,2026-02-08 17:36:10
LAKSHMI P,5,very useful for kids and elder too,2026-02-08 17:35:17
Abd Slam,5,cool,2026-02-08 17:33:45
Hanan Khan,5,so gooddd,2026-02-08 17:32:44
Princy Darji,5,I like this app,2026-02-08 17:32:36
Victor Ayuba,5,"I love it,I am learning Spanish on it.its great",2026-02-08 17:32:31
Farha Naj,4,use duolingo app,2026-02-08 17:32:29
Jordice LaVigre,3,very nice ...fun but practically threatened me to do my lesson 😭,2026-02-08 17:30:54
md tarek,5,is good,2026-02-08 17:30:24
Boini Varsha,5,good Duolingo,2026-02-08 17:29:37
Kyrie,5,I think its pretty educational and fun because I've been wanting to speak Spanish,2026-02-08 17:28:44
Omkar Jadhav,4,nice experience,2026-02-08 17:28:12
PeriRebecca,4,good language learner app but you cannot practice always if you run out of battery you can't practice anymore and running out of battery (in game currency to practice) is very fast,2026-02-08 17:28:03
Haseeb Ali,5,amazing 🤩🤩,2026-02-08 17:28:01
Yd Tilahun,5,God bless them they made learning languages easier 🙏 🙌 ☺️,2026-02-08 17:27:34
Gail Watts,5,wonderful.way to learn a new language,2026-02-08 17:26:59
Cresci Kids,5,learning german for fun this is fun,2026-02-08 17:25:50
Om Prakash,5,nice app for English learning,2026-02-08 17:25:23
Royale Wilson,5,its sooo good,2026-02-08 17:25:13
Tina Schoepfel,5,so fun 😁 and it helped me learn new languages 🩵🩵🩵,2026-02-08 17:23:58
Rajesh Sharma,5,good,2026-02-08 17:22:56
Tadeo Álvarez,5,es muy fácil y rápido de aprender,2026-02-08 17:22:38
Firdous Wani,5,"If you really want to learn any language which is not your mother tongue or any other language which has not been a medium of instruction in your school,or college then Duolingo is the one and the only one effective and mennu driven app. It has helped me in learning (HINDI) the widely spoken and written language in India. Honestly speaking in just a few sessions I feel very comfortable in trying to divide a word in syllables and correctly read most unfamiliar words. I highly recommend DUOLINGO",2026-02-08 17:21:40
فاطمة خالد الصيد,3,اتمنى توفر لغات اكثر وخاصه اللغة التركية والرسية للمستخدمين العرب,2026-02-08 17:20:57
Dhruv Awasthi,4,isko use Kare bahut jyada sahi hai,2026-02-08 17:18:17
Rukshana Akhter,5,love you duo,2026-02-08 17:17:17
Hemant Dhakad,5,good,2026-02-08 17:17:10
David Samuel,5,It's amazing,2026-02-08 17:16:40
Daniel Rodriguez,5,an actually entertaining way to learn languages,2026-02-08 17:15:32
Leilani Minor,5,it is so fun but you have to pay attention to actually learn the language from this app,2026-02-08 17:14:04
Usha Thapliyal,5,best app forever,2026-02-08 17:13:56
Sanjay Roy,5,good I am very interested,2026-02-08 17:12:32
Stephen Hodge,5,it's a great learning app for any languages you want! And you can also learn chess and music,2026-02-08 17:11:46
Monkey.D Luffy,5,"even tho I didn't want to do it,I just gave it a shot and it's amazing!",2026-02-08 17:10:32
Germin Amoyo,5,it's fun and easy,2026-02-08 17:08:49
Amlan Datta,5,it helps us to learn many types of languages and also other games such as chess music etc.,2026-02-08 17:08:44
Daniel Chimal,5,SOO GOOD for my kid,2026-02-08 17:08:35
Ramazon Amirov,5,great,2026-02-08 17:08:17
labeeba rasheed,5,it is good for kids,2026-02-08 17:07:55
MANOJ KUMAR SAINI,5,"Hi , I like this very much , it's easy to learn and understand , really I learnt chess very well from this app , I like this app very very very very much , I have 1 request - that please bring a new feature in this app in which we can challange our friends also online for chess , otherwise this app is very very good , I like this app very much ...😁😃...",2026-02-08 17:05:57
Gummadi Manikanta,4,nice to learn,2026-02-08 17:05:48
Jandy Riane,5,sobrang natutuwa ako sa ginagawa ko,2026-02-08 17:05:45
Saravana Karunakaran,5,nice,2026-02-08 17:04:39
Isabel,5,it's easier 🥹,2026-02-08 17:03:50
Maximiliano Remera Rojas,5,I love duoling becues I'm lren French 🇫🇷,2026-02-08 17:03:38
Mohit Munjani,5,good,2026-02-08 17:03:29
Haseeb Javaid,1,Thanks for ruining the app by replacing the hearts system by that stupid energy system. Deleting Duolingo after 9 years.,2026-02-08 17:01:05
Manthabeleng Mokone,4,Very educational,2026-02-08 17:01:05
Mosherrf Hossen,5,ওনেন ভালো,2026-02-08 16:59:48
mohammad badri,5,very fantastic,2026-02-08 16:59:01
lashanta glasgow,5,cool,2026-02-08 16:57:34
Henry Ortega,1,"You need to update your application to ""real world language"" How you teach takes people learn like their fools. You claim your application is so highly regarded. But it's not by actual people that speak the languages. Update the application ""to real world language""",2026-02-08 16:57:15
Kumar Bhushan,5,very good,2026-02-08 16:56:24
Dhananjay Sahu,5,this app is wonderful languages learning app,2026-02-08 16:55:49
Mohamed Lamine Bangoura,5,"I love Duolingo, it's for sure there's no better way to learn a language on an app like Duo.",2026-02-08 16:54:31
Naruto Usumaky,5,onek valonakta app,2026-02-08 16:53:53
Rajasingh Bhatiya,5,very good 👍😊,2026-02-08 16:53:49
Md Solim,5,good👍👍👍👍,2026-02-08 16:52:20
Dillu Kumar,5,good app,2026-02-08 16:51:54
Rahul Sannamat,5,here we can learn easily by playing with words,2026-02-08 16:51:45
Divakar kumar Divakar kumar,5,nice,2026-02-08 16:51:29
Kennex Broadbent,4,it's helped me with learning different languages and being fluent in French,2026-02-08 16:51:21
xl lok,5,Is good,2026-02-08 16:49:43
Rakhi Yadav,5,very useful information for your concern,2026-02-08 16:48:44
KhoaDiem Tran,5,so fun educational,2026-02-08 16:48:14
Maria rebecca Fecioru,5,He's learning so so Good,2026-02-08 16:47:30
Aashika Pandey,5,honestly it's fun and easy I love it tbh 🤍,2026-02-08 16:47:27
Dayabaran Krithika,4,nice,2026-02-08 16:47:17
Hasnain Ali,5,nice,2026-02-08 16:47:06
Marjona Abdurahmonova,5,wow,2026-02-08 16:47:00
Kirill Otavin,5,zaebis,2026-02-08 16:45:46
H.A.P.,5,best day ever! -hunter,2026-02-08 16:45:14
Kaluram Patel,5,This is really Black and full for me they are giving it to me to talk with my friends in English thank you duoling app,2026-02-08 16:45:01
Ilija Vukotić,5,HE GOT MY PARENTS HOSTAGE,2026-02-08 16:44:59
Joechriss,5,It has really helped me through my french language lessons.,2026-02-08 16:43:29
MOULI SONI,5,Best app for learning 40+ languages. I am learning Japanese for 6 months and I reallllllllyyyyy love Duolingo for it's game like structure build for everybody to learn different languages.👍,2026-02-08 16:42:34
Md Rozab Ali,5,verry nice,2026-02-08 16:42:12
Anupam,5,i love this app so much,2026-02-08 16:41:52
Shreeyash Basnet,5,it is very easy it is important for going anywhere,2026-02-08 16:41:38
"Lepiten, April O.",5,It's helps me a lot,2026-02-08 16:40:23
Nekomimi -Luh,1,"disseram que o teste de 7 dias seria gratuito, mas descontaram o valor anual antes do meio da semana prometida.",2026-02-08 16:38:43
Hasna Khalid,1,After 2026 too much addss after evefy lesson there is an add waiting forr mee broooo am sick of itt....... 😭 😭,2026-02-08 16:36:28
Vivek Pandit,5,best Duolingo,2026-02-08 16:34:03
Sonam Kumari,5,perfect 👌👌👌,2026-02-08 16:34:00
parisa pooladi,5,its fun i learned a lot of contrys 👍🏻,2026-02-08 16:31:50
